2,200,300,200,200,1,1.66,5.03,66.84,1.46
2,200,300,200,200,2,1.3,5.03,85.35,1.86
2,200,300,200,200,3,1.81,5.03,61.3,1.34
2,200,300,300,200,1,1.71,5.09,97.33,2.12
2,200,300,300,200,2,2.39,5.09,69.64,1.52
2,200,300,300,200,3,2.38,5.09,69.93,1.53
2,200,400,200,200,1,1.95,5.09,75.87,1.65
2,200,400,200,200,2,1.95,5.09,75.87,1.65
2,200,400,200,200,3,1.99,5.09,74.34,1.62
2,200,400,300,200,1,2.86,5.16,77.59,1.69
2,200,400,300,200,2,2.93,5.16,75.74,1.65
2,200,400,300,200,3,3.26,5.16,68.07,1.48
4,200,300,200,200,1,2.19,4.84,50.67,1.11
4,200,300,200,200,2,1.88,4.84,59.02,1.29
4,200,300,200,200,3,1.74,4.84,63.77,1.39
4,200,300,300,200,1,2.84,4.96,58.61,1.28
4,200,300,300,200,2,2.49,4.96,66.84,1.46
4,200,300,300,200,3,2.38,4.96,69.93,1.53
4,200,400,200,200,1,2.67,4.9,55.41,1.21
4,200,400,200,200,2,2.9,4.9,51.02,1.11
4,200,400,200,200,3,2.23,4.9,66.34,1.45
4,200,400,300,200,1,3.35,5.03,66.24,1.44
4,200,400,300,200,2,3.69,5.03,60.14,1.31
4,200,400,300,200,3,3.48,5.03,63.77,1.39
